leagueId,tier,number
0154c21e-680f-4c0a-b386-a3c5de429a49,GOLD,201
01552fba-6ed2-49d2-9e89-3ac0fd472156,BRONZE,137
01555fb6-14cd-4bc5-be17-782bbee2eff3,PLATINUM,200
01558526-c811-4eda-911a-767cd3a51f1a,BRONZE,126
01578af1-ca2d-407f-982d-71424078d663,SILVER,105
015a2c22-e102-4d7e-9e5f-c371e452c501,GOLD,187
015dae40-8c68-4a27-aa1b-29e577b8cb8d,BRONZE,103
015dbd50-bea4-41d2-a3bd-997cc506e71e,SILVER,164
015f8e8a-912f-48ec-a482-e1952977bd39,BRONZE,108
01627114-2baf-4ca3-b206-5781a7027383,PLATINUM,140
0163ee80-bdb0-4fdb-9d80-66830784c3b2,GOLD,198
0164802c-a675-4085-82b1-5b5fc7251b77,BRONZE,75
01673c2b-8325-43a0-b602-e7b1361ba2e0,SILVER,189
016afb5d-ad70-450f-88d5-1dc1ec89a640,BRONZE,115
01714182-f594-44f1-9ab6-3161dc7f8f98,GOLD,196
01735605-bf1e-4dae-9607-d6060ae455db,IRON,38
0173bec8-7197-44cf-a50d-8ee2b9eb3e43,IRON,16
0173fedf-3003-4171-a201-4fae46c879d5,SILVER,166
0174c8a8-7ca6-4bf6-a4bc-edb175080d3b,BRONZE,73
01779a23-6c75-47fa-a011-67a0e287fa77,BRONZE,69
017b55ad-7446-4f6c-92e8-8ace236fa593,IRON,25
017cdd59-bebb-4069-b933-4856d3ffce2b,BRONZE,101
017fce3c-96f6-468d-96e6-c924440c7036,SILVER,186
01829203-aedf-4713-b80f-a9f97e620256,IRON,20
0183b6d6-4ef1-4d58-9a1d-56dec8484d88,BRONZE,83
0186c3ba-4c50-435c-8a9d-ff4155c4ea62,BRONZE,21
018bc61e-cd10-47a9-814e-6bb638832f67,SILVER,186
018d69f1-978b-4f1c-a9e6-e1cf79717356,GOLD,198
018dbca1-033b-4c28-8938-b30eda6e20c6,BRONZE,77
018e0307-a4c7-4bd1-a8f8-d8eee8442b56,GOLD,195
018fb182-628a-402c-b45c-bc9e3ab9e827,SILVER,103
0190c470-8d69-4a52-9f3a-f81eb3689a67,BRONZE,39
019113bc-4da6-4d2e-9568-14022d283bed,GOLD,181
01919127-3a3a-42d3-b60d-d552ec7ef850,BRONZE,34
0191a1d3-b6e0-40d0-9f14-dab1bf1478af,SILVER,115
01991ed7-9258-4bc8-811a-6d46750fb843,IRON,16
019b5d6c-b804-4c51-999a-6b369e161442,SILVER,112
019b654e-fac7-4c52-9ef4-093d97701af8,GOLD,195
019c719c-17eb-44b0-b476-3020f043155d,SILVER,165
019ef4f8-b835-4427-a228-a879aa374e9d,BRONZE,17
01aedef6-1633-4b5e-9788-79628514fa97,BRONZE,73
01af7e9e-4739-41cc-9dba-19746ef303e5,SILVER,183
01b4ad09-3fb3-448f-82e4-53757a0a05bf,BRONZE,44
01b5ad7f-5278-4706-839a-ca5ed9983c40,BRONZE,25
01b70f98-4795-4d89-9587-71002aea838c,BRONZE,145
01ba5923-f3af-42ef-a0be-f31b43023881,SILVER,99
01bab17d-2a07-4648-827c-6530519aaa7b,BRONZE,42
01bfca65-4fab-4cee-b484-bcd31a129c72,GOLD,102
01c67540-1389-4fd0-81f7-bf5dff05879c,BRONZE,130
01c9c46f-5863-4be9-b335-bf33ff5b0ed2,BRONZE,125
01cb5610-a937-4d30-a1d4-2deae738dc37,SILVER,162
01cb5b9e-6651-4591-8fe8-5b27b837cf6e,SILVER,190
01ce7680-54f1-46a7-bdaf-d67dac15e53f,SILVER,185
01d33938-3ff5-47c9-8a50-1c3b196fd0c5,BRONZE,53
01d43e27-24c9-46e3-9bc2-6641e6b8bc78,SILVER,77
01d6171f-c28c-4324-b756-ceee0f708c7b,SILVER,152
01d73911-913f-4863-9a5f-ba65a56c03a7,GOLD,200
01d7952c-a426-4a4c-bf3e-d2df562cedf2,PLATINUM,196
01d85d30-0f74-41fc-9623-c5dbc72e076a,IRON,62
01db41d9-3d2e-4b65-8acb-750bcf932d4e,BRONZE,157
01dbadc0-cc59-4b32-9b73-ba74ee8300eb,SILVER,152
01dc7fb4-e9eb-47a8-b770-2555129b5902,BRONZE,110
01dcec11-4108-4669-897d-79020c6f7de7,BRONZE,24
01dcf3bc-2475-488a-bce5-3253dfca8d4f,BRONZE,41
01dd0a7d-ad07-4373-8959-b3df4744d05d,BRONZE,129
01dda5f8-5501-4e31-b381-d5117f8a25d2,SILVER,168
01e1f9a4-d0c6-4f05-9efe-3fe68b73ae8f,SILVER,169
01e72c74-64f8-4d60-b6cf-23882285741d,BRONZE,55
01e7dd6a-0f8c-4124-885b-0ed9c9108ff3,IRON,16
01e9451c-0047-4ad8-805f-a93d4c4bc92a,SILVER,72
01e9afa5-633d-4c17-852d-df754bf16762,IRON,20
01ea70db-bc9f-4d87-b5ef-6f853fb980c3,SILVER,96
01ed568e-5e11-4a27-bde8-422262f0104a,BRONZE,109
01ee5ed5-fef5-4293-9a8a-5ee6ad2539a1,GOLD,198
01f0f5e9-9c62-4727-bc23-37be8f5478af,GOLD,198
01f1006f-ff5a-49c2-9755-f91dd7346517,SILVER,81
01f10a5b-454d-4a8c-b4c2-63ad6fce290f,IRON,36
01f14f7e-bc0c-4b24-8cbc-d300ab11ff16,IRON,41
01f17db7-71e1-420d-9d9b-acc52656f289,PLATINUM,205
01f4915a-252d-4675-94b5-3bf322ea0e62,IRON,32
01f492b4-3471-4f57-9cb0-34001c0f245a,IRON,14
01f6a36e-aa29-48f7-ad77-c6b0e8239eb5,BRONZE,36
01f7ead3-2b15-4496-a3d1-a310806d174b,SILVER,111
01f976d8-f043-4e09-8a1c-832379d5a2da,SILVER,163
01fe55b2-5166-4962-a0ec-6d11653328d9,IRON,17
020192f9-647b-4573-b204-676a80a2140d,GOLD,198
0201a6d2-f97c-4f61-90eb-938abddd31d9,GOLD,199
0202d66f-004f-41d4-a7de-7ab89f054b24,BRONZE,75
020535e2-e059-403d-8c3f-28747be0ebbb,IRON,10
02067003-ca44-42c0-93b1-6a291cf819d0,PLATINUM,199
0206cf5d-221e-423e-b8b5-69e949a7a861,SILVER,86
02093f28-8a16-4dda-96dc-cfcfbc998a56,SILVER,115
020b8fb4-b9a3-4c85-a891-edba614c25e4,SILVER,195
020bd507-8af7-49a4-aa06-78450d9ef598,BRONZE,36
020ccf45-5b99-4447-a2ba-e366c60dcea6,SILVER,163
020cfabe-a08b-4b22-9229-ad36273ad7b3,SILVER,184
020ff48e-aa85-472a-9940-0f5384075a63,GOLD,141
0210bc44-b727-4f31-b8e1-ccec54220c94,BRONZE,142
0211d9fd-8e54-4f63-88c1-cfddfc3ee16f,IRON,34
02144510-afa6-4bae-8491-7c201e1a030b,IRON,34
0217c5e2-12ac-4aa9-8c10-5d43fb61ab69,BRONZE,94
02187d32-4a0b-4769-90bd-7e6a1a432084,BRONZE,128
0218b190-cd5a-4629-b5d4-47a578c48ba2,GOLD,183
021aae33-224b-4973-8971-bd8cb1ccba95,BRONZE,53
02219a5d-e06d-4885-98c6-a56e3fdf9658,BRONZE,103
0224488d-c2c6-4d91-b3ba-2cbaa50d4b06,GOLD,179
02250636-1a9f-48e9-9fe1-d05cbb083510,BRONZE,48
02273dcb-8cff-4dd0-8d39-017eefe8d71f,SILVER,168
0227e321-6348-46fb-8849-353a20e3b813,IRON,38
022bbd77-e254-44c7-bdab-dc1ac78023be,IRON,6
022ce870-901a-48ac-8a40-e6262c9ec21e,BRONZE,111
022da08c-b3c3-4172-9952-f32e1ce08f9b,PLATINUM,199
022e9391-99ae-4813-b61e-6ab93aef2efb,DIAMOND,200
022eceba-5960-436d-99cb-a6039205fe6c,GOLD,194
02308eac-7ead-4ef9-adaa-400702b6e321,SILVER,98
0230fb80-aab0-443f-ab3d-def410985206,BRONZE,139
0231070f-ed7c-4a5d-8a0e-2af41fb9b9d4,BRONZE,54
0231b4b3-372b-47d6-a5c7-384221c04863,SILVER,160
0231b9cb-02d3-45e4-812d-79cbc39a60f8,IRON,25
02358821-481d-4ee9-b9f6-cfb974483e7f,BRONZE,124
02360a41-50b9-4d01-a36c-eb5e00d6e24d,GOLD,185
0237bd8a-daa8-4841-8fbe-9b18ecf691be,IRON,21
0239058f-1a1a-40f4-ac9b-3da45ac3610d,SILVER,192
02393c61-91c2-42f7-bfb9-4d1497d16ab0,GOLD,196
02398528-e577-4b4f-8d5a-0686189f93c9,GOLD,198
023a52df-6a27-406f-b6c7-166752dd53a9,BRONZE,56
023abd31-7088-4023-8467-873baf7a48e9,SILVER,94
024c9bf9-92af-4e4a-8452-3b4c441c8242,GOLD,158
024e71c2-4dd6-43be-a770-3b5c84543406,SILVER,82
02504654-508c-4f2f-b04f-a3cf31159e54,IRON,18
02509680-8ea8-4ae3-9b62-9730bae80b4f,SILVER,77
02515ee1-c637-4ae8-adbd-1122a6f92e62,BRONZE,48
025190d5-863c-4a2e-a4e0-4252a7a7b9f8,GOLD,188
02540e7b-1887-40b2-9ff1-32488df9ad05,SILVER,197
0255d9b2-3976-4798-a2c6-38e8dc26660c,IRON,37
0259cc3b-6c01-43e0-8090-b6497007669e,GOLD,198
025d26c3-9121-4c08-947b-19517f198c2a,SILVER,174
025efd53-9f8d-434b-9d9e-bad99a7dfc89,SILVER,196
0260613f-2828-4a5c-b08d-e3b797ac0e89,SILVER,189
0260a091-4780-4848-9de9-f23d7ba1c6d7,BRONZE,75
0262c22a-e7c2-40eb-aeb5-fcd0cd829615,SILVER,161
02670845-5294-46ea-81ea-2a11dff6b14a,BRONZE,124
02686cb8-d671-4ce8-a13a-161f12ef9bd4,IRON,58
026b726a-db49-4d8c-a945-c95430c065ed,PLATINUM,202
0274f074-5009-4d30-9d3d-f4b55e741d4c,SILVER,126
02754fd1-cdcc-4959-8ccd-49a5550e3cdb,GOLD,165
02769c18-e282-4563-8e58-236518ab4966,SILVER,88
0278518c-e43e-42b3-9fa6-e6470702d872,SILVER,79
027a87e7-047c-4223-9f6a-da9528770e68,PLATINUM,200
027ad9aa-086d-44ec-a5a7-98ce1ab5aed5,BRONZE,118
027ef758-199c-4b7a-ab68-9119e5a72d68,GOLD,105
02809bc6-70d5-4d06-95c2-91591382ee09,GOLD,187
0281895f-7f9a-4cfc-8109-a80b5ece3d5c,BRONZE,66
028260ae-a80a-4b8e-b3dd-26b34b45b5bf,IRON,23
028279b5-c334-4462-80c4-257c4c773b0d,IRON,17
02834713-783e-4afa-8d86-739c607f94db,SILVER,105
0284aefa-cc79-4453-b5df-89673970df4f,BRONZE,160
02863cf0-4bbf-4b22-aae2-7d4322485c70,SILVER,67
02865e54-3a49-41f6-8935-c88aa274c1d9,SILVER,102
028877ff-3b86-43a5-82eb-56b00c2cad1f,BRONZE,136
02893eed-b8f8-42b7-a12c-8526ef76673c,IRON,25
028d9924-cc26-4ab6-b7d4-25cc966291c0,GOLD,194
028debd8-bbf0-4661-9b1e-3040e6b96f92,BRONZE,137
028e2bdd-e248-47d2-a8ac-d07bade3ed30,BRONZE,152
0291873b-ce3b-4610-89cc-46ee68c63286,SILVER,80
029585c3-a41a-4d8c-92c6-b50f3130c6ee,IRON,32
029a45f4-34e3-4d42-8e37-da2e21000780,SILVER,164
029bb1da-d066-4884-90c4-52328d37fcb6,SILVER,81
029ebc3c-64b5-4475-a013-e2e40ec95b08,BRONZE,125
029f60e3-2b5c-4353-be02-d7be7987f4b6,SILVER,93
02a49eb6-a5c0-4994-8aef-1312ddf04466,GOLD,96
02a6a49c-a989-4c91-b253-0e2010c08308,BRONZE,56
02adbc99-efdd-4c24-a542-f2e1a3567aba,SILVER,100
02ae68df-09f7-46b4-9797-3d1aa65166b7,SILVER,184
02b09672-766a-4198-9365-ceebbfd40ff8,IRON,21
02b434a1-c9e0-4d7c-9338-5d56d99c1295,BRONZE,52
02b43641-704b-4d48-86e4-1ea4b71db05f,BRONZE,113
02b608ca-7e86-446a-af57-1d2df5ab90d8,BRONZE,141
02bb6259-b7f6-4f78-bfcb-0bf941383c5f,SILVER,95
02bf27ea-9035-4627-8bc4-86c51b31d192,SILVER,195
02c1a037-ec5e-4f02-9c59-a50f38d54c4a,BRONZE,43
02c26752-1b68-4b60-9393-b7cb42aefd7b,SILVER,106
02c386f9-19b9-47ef-aeed-f05a8c070b00,BRONZE,114
02c72a30-b790-4d88-a219-826a9a69dfff,SILVER,166
02cc17f7-dcf6-4e3e-8a0c-403a79d2ae55,BRONZE,73
02d245f3-7968-4bb5-b377-aec2fd635570,GOLD,173
02d361f1-8ebc-40d7-8658-ab685476db84,IRON,25
02d5c30b-d286-425d-8669-8cb4d37f654d,SILVER,183
02dd6341-8f4c-4827-816f-2b3060acb607,SILVER,134
02e3dc12-5d8d-462e-a6a3-ab248321dcc2,BRONZE,47
02e64150-04a2-4314-9cb2-280a16e06bd1,BRONZE,89
02e78b99-8ea4-4249-99b2-d06379dba73a,SILVER,122
02e7db56-0e9e-4dee-bcf5-75f77e7afa85,GOLD,195
02e9b31c-119b-4b3b-acaf-cdcd85a9ce56,IRON,25
02ead31b-e496-40a7-ba12-87026af2c479,BRONZE,112
02eccf07-d00a-486b-91b8-712527191f3c,BRONZE,83
02f261f0-d16e-4112-9d4b-5e680be9338e,BRONZE,73
02f5ab85-ebb4-4f0d-97f2-fbec7eca776b,SILVER,186
02f96758-ee67-45e6-929d-8d3444c7a723,IRON,24
02ff10e7-f227-4d8a-89ff-9dd5325e93c0,SILVER,150
0301541a-a472-4a39-89d9-e5447f5fd89c,BRONZE,47
0301ad31-95dd-4a6c-839c-f11a76d186f6,BRONZE,137
03028119-c7df-4196-9da7-52a1e7e826b1,SILVER,194
0303c0a5-382f-4e6e-a18e-fd73836f5725,GOLD,168
0306f238-74e5-4bc6-a399-ecf70e4c79f8,SILVER,156
030addc4-2a1d-4f6d-ac96-d7f793574397,PLATINUM,199
030de1c8-7972-4c3f-aec3-ddcae56e686a,SILVER,87
03115a2f-68d3-4589-a43d-c2ee8c69752a,SILVER,98
03127a9a-89de-480a-84d0-3dbdb25cda10,SILVER,71
0316d88d-1f88-4247-a111-d5b8ccd887e2,BRONZE,36
03189be0-b7a3-4001-b4a5-38e0e495f56e,IRON,18
031940c3-6c89-47cd-bba0-0624db73a0c6,BRONZE,151
031f49a7-1313-4229-bb88-8e42bb51f35f,SILVER,162
0324ba19-cd3c-4300-9e20-2407de8233b0,GOLD,131
032565b7-c074-4d47-938e-51bb1050e342,IRON,14
0327729a-8b68-4252-8c47-c1fc18e45215,PLATINUM,198
0328d416-55ac-4f9f-af69-9e4c3f3bce50,IRON,9
032bdd25-6af5-49d4-9466-982ac75a8a6a,SILVER,166
032dd279-accf-4e5e-b636-9637b86e5303,SILVER,190
032fa6d7-882e-4747-9034-7e1de3b8059d,BRONZE,148
03324a50-2491-4d8d-8f07-151c947ddeb9,BRONZE,122
0334007c-e772-44c9-ac4a-e2ec8ba2992f,BRONZE,121
03368c33-c43d-40f1-b63f-d4e5eee7d841,SILVER,159
0337303e-916e-4ac9-8f31-c8ebb807509f,GOLD,200
0338951d-0d72-436d-ad85-a714f49ef28b,IRON,17
033cd1da-0c20-4abd-9ba7-bd5c310ed0be,SILVER,157
033f3f46-f3ae-4858-9aa9-1021e40c9538,SILVER,188
034081aa-a846-43d7-9dab-c39676370d06,BRONZE,46
03438f6e-6147-4ff0-b36a-778b8fac3d33,BRONZE,103
034438fc-237f-42f3-969c-a0b3112bf822,SILVER,91
03466a7d-d6ee-44e2-9f68-2002ca3b27c4,SILVER,133
03497c0a-bcbf-4fa7-a725-f1cae49d34d5,BRONZE,113
034a5e19-0ceb-4a1e-9ce3-8b543012adeb,SILVER,189
034b1ee5-14b3-4bd0-b508-39fae80af9ec,IRON,43
034c5db2-d9f9-440a-b3ad-238c5c1b54ec,GOLD,178
034ce294-4d05-490e-8c6d-326b14c11815,BRONZE,134
034edefc-a212-4252-9b2d-69dece283cc7,BRONZE,97
0351e325-3cdc-4c49-bea1-57fbf443250c,GOLD,197
0351f4cc-8cca-4bf2-8ce2-39386f4c9bd6,SILVER,165
03525c60-1b6c-442b-b9ba-d1a17fbddd59,GOLD,193
03546188-e30b-4fe9-8987-616d7d1d8e11,PLATINUM,200
03563b41-45ff-485c-9c33-183734882d81,BRONZE,117
03570c6a-734d-4c5d-9e3a-5112a97db7df,IRON,67
03572ff2-8e30-46ba-a566-bc353265729f,IRON,56
03585f3e-e025-4db1-bc7a-4f6c3fc38036,SILVER,184
035c40a1-79c1-4135-89be-1641432086d5,BRONZE,41
035d4246-6728-48b3-9b02-9417d0fc636a,GOLD,138
035de41e-6705-4035-99f5-f975d1bbd6b1,IRON,60
035ee480-e2b7-4193-8190-7b3d41a190e4,BRONZE,35
03604c08-ccd0-461e-a7db-594ce49631bc,DIAMOND,200
036374b5-b8ce-42f8-b078-9fd24f8d886c,GOLD,210
0366cc3c-046a-47b8-a18d-251919337551,SILVER,155
036709ef-e401-4aed-817c-fccbd41d823c,BRONZE,139
03682976-1e13-4777-8cdb-a0a5b7a2e5ad,IRON,33
0368d708-a688-4997-8e34-ab547adcb590,BRONZE,118
0368e417-d50a-45ff-9584-7165b073e71d,BRONZE,35
036b2700-4f2b-4038-8e29-b4f963f472d9,BRONZE,79
036bdade-d655-4559-a81c-a4f8b34e1470,BRONZE,89
036e606c-1eee-42f1-ad71-d4983f7fe19e,SILVER,121
036eb19c-41e7-4c4f-89d7-7ebf58dfe013,BRONZE,118
0372bece-7494-4fd6-ae6a-762db8a80502,BRONZE,48
037832e8-c8df-49af-9125-749123e85e7a,SILVER,188
0378a0d4-28a6-4ac1-9c90-3c95a8266ab0,SILVER,192
0378b6ce-b13d-4cf2-a3b7-88f5baea719e,SILVER,188
03791cef-7667-4480-978e-815e06553add,IRON,11
0379898c-151a-4bc5-ba73-f5a0964c1fcb,IRON,18
037da42d-47e7-4961-9d80-b0fb1fc0caf1,BRONZE,45
038039ff-27be-4b4b-a1dd-a94467c45c2a,BRONZE,129
03825bd7-9cf5-4d9d-996a-1d0ae36de65e,BRONZE,140
